0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0,0,0.1,0,0,1
0.027949,0,0.1,0.0088028,0,0.99996
0.027728,0.0035049,0.1,0.0087333,0.0011039,0.99996
0.02707,0.0069545,0.1,0.0085259,0.0021904,0.99996
0.025984,0.010294,0.1,0.0081839,0.0032423,0.99996
0.024488,0.013471,0.1,0.0077127,0.004243,0.99996
0.022605,0.016436,0.1,0.0071198,0.0051767,0.99996
0.020366,0.019141,0.1,0.0064144,0.0060287,0.99996
0.017805,0.021544,0.1,0.0056077,0.0067855,0.99996
0.014962,0.023607,0.1,0.0047125,0.0074351,0.99996
0.011884,0.025297,0.1,0.0037429,0.0079674,0.99996
0.0086177,0.026587,0.1,0.0027142,0.0083739,0.99996
0.0052156,0.027458,0.1,0.0016427,0.0086481,0.99996
0.0017311,0.027895,0.1,0.00054522,0.0087859,0.99996
-0.0017808,0.027892,0.1,-0.00056087,0.0087849,0.99996
-0.0052645,0.027449,0.1,-0.0016581,0.0086452,0.99996
-0.0086651,0.026572,0.1,-0.0027292,0.008369,0.99996
-0.011929,0.025275,0.1,-0.0037571,0.0079607,0.99996
-0.015004,0.02358,0.1,-0.0047258,0.0074267,0.99996
-0.017843,0.021512,0.1,-0.0056198,0.0067755,0.99996
-0.0204,0.019105,0.1,-0.0064251,0.0060172,0.99996
-0.022634,0.016396,0.1,-0.007129,0.005164,0.99996
-0.024512,0.013428,0.1,-0.0077203,0.0042292,0.99996
-0.026002,0.010248,0.1,-0.0081897,0.0032277,0.99996
-0.027082,0.0069062,0.1,-0.0085298,0.0021752,0.99996
-0.027734,0.0034555,0.1,-0.0087352,0.0010883,0.99996
-0.027949,-4.9775e-05,0.1,-0.0088028,-1.5677e-05,0.99996
-0.027722,-0.0035543,0.1,-0.0087313,-0.0011195,0.99996
-0.027057,-0.0070027,0.1,-0.008522,-0.0022056,0.99996
-0.025966,-0.01034,0.1,-0.0081781,-0.0032568,0.99996
-0.024464,-0.013515,0.1,-0.0077052,-0.0042567,0.99996
-0.022576,-0.016476,0.1,-0.0071105,-0.0051894,0.99996
-0.020332,-0.019177,0.1,-0.0064036,-0.0060401,0.99996
-0.017766,-0.021576,0.1,-0.0055956,-0.0067954,0.99996
-0.01492,-0.023633,0.1,-0.0046993,-0.0074435,0.99996
-0.011839,-0.025318,0.1,-0.0037287,-0.007974,0.99996
-0.0085704,-0.026602,0.1,-0.0026993,-0.0083787,0.99996
-0.0051667,-0.027467,0.1,-0.0016273,-0.0086511,0.99996
-0.0016814,-0.027898,0.1,-0.00052957,-0.0087868,0.99996
0.0018304,-0.027889,0.1,0.00057651,-0.0087839,0.99996
0.0053133,-0.027439,0.1,0.0016735,-0.0086422,0.99996
0.0087124,-0.026556,0.1,0.0027441,-0.0083642,0.99996
0.011974,-0.025254,0.1,0.0037713,-0.007954,0.99996
0.015046,-0.023553,0.1,0.004739,-0.0074183,0.99996
0.017881,-0.02148,0.1,0.0056319,-0.0067654,0.99996
0.020434,-0.019068,0.1,0.0064358,-0.0060058,0.99996
0.022664,-0.016355,0.1,0.0071381,-0.0051513,0.99996
0.024536,-0.013384,0.1,0.0077278,-0.0042155,0.99996
0.02602,-0.010202,0.1,0.0081954,-0.0032131,0.99996
0.027094,-0.006858,0.1,0.0085337,-0.00216,0.99996
0.027741,-0.0034061,0.1,0.0087372,-0.0010728,0.99996
0.055907,0,0.099999,0.017607,0,0.99984
0.055465,0.0070109,0.099999,0.017468,0.002208,0.99984
0.054148,0.013911,0.099999,0.017053,0.0043811,0.99984
0.051976,0.020592,0.099999,0.016369,0.0064851,0.99984
0.048984,0.026947,0.099999,0.015427,0.0084866,0.99984
0.045218,0.032877,0.099999,0.014241,0.010354,0.99984
0.040738,0.038288,0.099999,0.01283,0.012058,0.99984
0.035615,0.043095,0.099999,0.011216,0.013572,0.99984
0.029929,0.047221,0.099999,0.0094258,0.014871,0.99984
0.023772,0.050601,0.099999,0.0074865,0.015936,0.99984
0.017238,0.053183,0.099999,0.0054289,0.016749,0.99984
