0,0.99769
0.75,0.99889
1.5,0.99577
2.25,0.99575
3,0.99543
3.75,0.9922
4.5,1
5.25,0.99718
6,0.99254
6.75,0.99101
7.5,0.98585
8.25,0.97016
9,0.95331
9.75,0.92717
10.5,0.90406
11.25,0.87352
12,0.84335
12.75,0.81054
13.5,0.78361
14.25,0.75245
15,0.72408
15.75,0.69441
16.5,0.65778
17.25,0.62154
18,0.57364
18.75,0.50559
19.5,0.44406
20.25,0.36914
21,0.30894
21.75,0.23664
22.5,0.18843
23.25,0.14225
24,0.074013
24.75,0.041989
25.5,0.04139
26.25,0.015686
27,0
27.75,0
28.5,0
29.25,0
30,0
