0,0.97088
0.0525,0.97094
0.105,0.9711
0.1575,0.97137
0.21,0.97176
0.2625,0.97228
0.315,0.97293
0.3675,0.97374
0.42,0.97472
0.4725,0.97589
0.525,0.97727
0.5775,0.97889
0.63,0.98078
0.6825,0.98298
0.735,0.98552
0.7875,0.98844
0.84,0.99179
0.8925,0.99563
0.945,1
0.9975,0.46953
1.05,0
